1401257943		47424.179688		33892.691406
1401257944		18245.490234		8707.650391
1401257945		22832.015625		14718.588867
1401257946		39508.441406		22419.613281
1401257947		29302.400391		24175.726563
1401257948		49224.500000		23064.375000
1401257949		26948.394531		47846.402344
1401257950		14728.230469		42823.343750
1401257951		2644.564209		6222.346191
1401257952		7425.211426		17915.187500
1401257953		1895.254517		39034.828125
1401257954		9635.590820		19196.232422
1401257955		20660.544922		36013.394531
1401257956		31210.716797		31744.957031
1401257957		21218.388672		14672.750000
1401257958		26822.855469		41706.699219
1401257959		27396.273438		13215.267578
1401257960		40943.265625		7335.177734
1401257961		11586.834961		22057.166016
1401257962		44758.101563		39518.011719
1401257963		4631.437988		5711.626953
1401257964		14139.688477		2591.570557
1401257965		12170.742188		6168.822266
1401257966		25416.908203		39967.906250
1401257967		31837.921875		6826.195313
1401257968		15163.694336		35118.347656
1401257969		261.061493		31575.695313
1401257970		16884.439453		8389.349609
1401257971		24257.099609		49049.257813
1401257972		38047.105469		36818.617188
1401257973		33507.871094		7763.484863
1401257974		1201.225830		14629.648438
1401257975		47352.867188		7517.799805
1401257976		45668.105469		13733.128906
1401257977		6903.141113		7393.052246
1401257978		31236.507813		30587.398438
1401257979		11464.242188		17907.199219
1401257980		13283.749023		46183.628906
1401257981		24895.140625		7044.020508
1401257982		7025.491211		14491.721680
1401257983		10596.490234		41242.808594
1401257984		49907.035156		14392.192383
1401257985		49509.058594		41704.507813
1401257986		41445.636719		45820.574219
1401257987		46330.828125		32553.914063
1401257988		33078.078125		12537.578125
1401257989		34010.058594		7939.484863
1401257990		6010.139648		46867.953125
1401257991		4510.401367		49510.039063
1401257992		5238.702637		4652.941895
1401257993		10500.719727		11683.777344
1401257994		33064.769531		24444.871094
1401257995		25589.687500		34576.292969
1401257996		23654.105469		32353.863281
1401257997		18291.945313		20700.814453
1401257998		33494.210938		17213.080078
1401257999		42023.765625		23555.382813
1401258000		26222.126953		42265.062500
1401258001		7856.451172		36809.031250
1401258002		15120.592773		5648.358887
1401258003		16072.163086		49847.523438
1401258004		17402.302734		24349.228516
1401258005		24314.974609		18698.931641
1401258006		46577.339844		3524.757080
1401258007		11897.059570		16415.794922
1401258008		41673.226563		25385.103516
1401258009		1805.317749		2372.549561
1401258010		3991.002686		48912.714844
1401258011		8178.041992		25462.162109
1401258012		38802.507813		14932.760742
1401258013		18050.402344		9091.774414
1401258014		27528.630859		25630.011719
1401258015		49059.703125		15864.998047
1401258016		20513.812500		10454.675781
1401258017		31717.357422		13745.075195
1401258018		39011.503906		17701.367188
1401258019		34389.449219		49590.343750
1401258020		38580.777344		10653.194336
1401258021		44281.472656		8715.539063
1401258022		129.896210		6890.754395
1401258023		37998.953125		20129.347656
1401258024		20456.802734		1876.149902
1401258025		29027.587891		8109.107422
1401258026		15407.761719		39651.214844
1401258027		19564.380859		27309.417969
1401258028		34087.023438		32394.287109
1401258029		48006.527344		187.831696
1401258030		37597.957031		6980.388672
1401258031		22318.894531		41772.289063
1401258032		25289.523438		8449.975586
1401258033		48185.117188		36122.664063
1401258034		21807.400391		48151.984375
1401258035		27404.292969		23971.859375
1401258036		40995.656250		2214.974121
1401258037		13791.771484		43337.808594
1401258038		4631.237305		49462.503906
1401258039		25332.265625		31911.751953
1401258040		26933.806641		47921.054688
1401258041		38634.972656		25652.482422
1401258042		46602.425781		40950.597656
1401258043		457.236877		30862.595703
1401258044		40890.292969		4407.938965
1401258045		29658.054688		6617.215332
1401258046		19694.841797		34201.617188
1401258047		11992.387695		31600.388672
1401258048		38334.300781		2509.185303
1401258049		33426.015625		41679.921875
1401258050		8705.635742		1876.289917
1401258051		48321.949219		22304.818359
1401258052		24471.857422		5055.729492
1401258053		17113.453125		13192.788086
1401258054		25859.445313		26226.570313
1401258055		22678.179688		34624.519531
1401258056		7062.020020		16094.774414
1401258057		23254.025391		39676.902344
1401258058		18345.417969		46666.414063
1401258059		45169.863281		34338.925781
1401258060		7992.738281		17322.521484
1401258061		45232.371094		17399.462891
1401258062		18493.929688		20787.078125
1401258063		4277.016113		6794.039063
1401258064		40222.585938		32191.380859
1401258065		5003.509277		2122.052246
1401258066		16036.485352		33652.347656
1401258067		23206.117188		25057.515625
1401258068		49599.109375		16330.152344
1401258069		1180.624878		41546.695313
1401258070		23837.142578		37264.449219
1401258071		5003.151367		14663.722656
1401258072		31729.761719		45033.535156
1401258073		49555.195313		3600.068359
1401258074		10947.589844		22315.486328
1401258075		13254.973633		41667.886719
1401258076		7339.321777		49087.089844
1401258077		33687.183594		41383.113281
1401258078		6643.920410		30922.484375
1401258079		3810.888916		3684.778809
1401258080		778.713074		10319.415039
1401258081		22970.201172		43668.066406
1401258082		21223.062500		20556.126953
1401258083		18588.033203		23409.673828
1401258084		42888.656250		48196.507813
1401258085		40077.792969		2015.263184
1401258086		45485.789063		3623.166992
1401258087		10501.783203		20728.289063
1401258088		12319.370117		30568.646484
1401258089		35669.703125		23460.396484
1401258090		21231.882813		676.947571
1401258091		45846.449219		17907.101563
1401258092		18936.408203		13335.621094
1401258093		44782.730469		16949.394531
1401258094		49965.164063		31823.003906
1401258095		18413.595703		18676.623047
1401258096		12519.264648		47495.843750
1401258097		40767.984375		13517.728516
1401258098		14294.249023		11335.085938
1401258099		43440.660156		11173.632813
1401258100		26445.500000		26145.521484
1401258101		10711.411133		12751.080078
1401258102		32237.691406		11239.710938
1401258103		46182.097656		3716.154297
1401258104		38585.308594		12958.893555
1401258105		29063.744141		26075.273438
1401258106		45252.781250		30350.494141
1401258107		32452.896484		101.765526
1401258108		14472.965820		5063.100098
1401258109		24731.658203		7887.440918
1401258110		25773.396484		1638.638916
1401258111		23444.509766		11065.654297
1401258112		29782.912109		21401.173828
1401258113		39496.000000		47989.941406
1401258114		12855.183594		46984.054688
1401258115		6434.040527		984.284363
1401258116		37127.988281		24496.070313
1401258117		47014.894531		45086.363281
1401258118		39965.539063		33095.367188
1401258119		35669.410156		7696.696289
1401258120		17153.521484		41066.574219
1401258121		28364.085938		37006.269531
1401258122		2759.259033		42338.324219
1401258123		23423.839844		32168.769531
1401258124		15042.950195		40666.214844
1401258125		49044.765625		9231.147461
1401258126		36603.425781		35553.218750
1401258127		35400.234375		24806.861328
1401258128		2701.011230		49645.757813
1401258129		32968.167969		10836.517578
1401258130		21743.710938		48192.160156
1401258131		40860.972656		41601.253906
1401258132		6524.852539		28079.458984
1401258133		38947.289063		20756.712891
1401258134		33335.597656		37366.535156
1401258135		10136.229492		31377.595703
1401258136		19393.689453		17034.960938
1401258137		40733.917969		34706.820313
1401258138		23274.550781		36438.238281
1401258139		8306.395508		37444.589844
1401258140		47977.335938		7327.228027
1401258141		32946.992188		22188.966797
1401258142		47939.292969		47202.894531
1401258143		14380.855469		1574.766235
1401258144		39095.832031		22208.033203
1401258145		42385.351563		40319.781250
1401258146		127.201340		24832.892578
1401258147		35952.984375		18961.363281
1401258148		205.605545		36762.832031
1401258149		30481.419922		24679.798828
1401258150		3391.034424		2667.127441
1401258151		48833.171875		27676.416016
1401258152		30529.988281		17667.166016
1401258153		39837.457031		19568.466797
1401258154		44819.300781		693.415833
1401258155		1532.310059		16262.772461
1401258156		41339.363281		45523.574219
1401258157		12859.183594		14416.484375
1401258158		15245.167969		18672.005859
1401258159		43661.960938		9321.959961
1401258160		13698.603516		37372.519531
1401258161		31660.878906		11127.565430
1401258162		44981.179688		19816.451172
1401258163		31250.396484		44560.800781
1401258164		31081.976563		21772.556641
1401258165		34501.214844		36511.714844
1401258166		5956.820801		33626.593750
1401258167		34053.554688		45310.207031
1401258168		8494.055664		5270.574707
1401258169		41658.976563		30272.126953
1401258170		7365.434570		44812.390625
1401258171		6755.465820		38402.417969
1401258172		20675.722656		26122.578125
1401258173		48980.414063		4603.625000
1401258174		11973.708008		21536.500000
1401258175		3716.195313		31533.599609
1401258176		43100.871094		21159.458984
1401258177		10981.197266		16018.512695
1401258178		21006.250000		37705.609375
1401258179		32695.234375		10713.537109
1401258180		36416.773438		45276.660156
1401258181		38486.488281		23046.742188
1401258182		16192.201172		15020.592773
1401258183		10305.951172		7712.766602
1401258184		11470.019531		17548.978516
1401258185		5922.428711		9974.592773
1401258186		27013.027344		13389.837891
1401258187		1956.525024		18886.212891
